Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
All,Chrome 69.0.3497.100,,2018-10-29 15:06:06,2018-10-29 15:07:59,1m - 52.807s,PASSED
,,,,,,
Test Cases/Common/ContributerEsbToken,Chrome 69.0.3497.100,Esb token for login with different users,2018-10-29 15:06:06,2018-10-29 15:06:36,29.822s,PASSED
dbConnectionPackage.DBConnectionKeyword.CloseConnections,Chrome 69.0.3497.100,,2018-10-29 15:06:07,2018-10-29 15:06:17,10.121s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-29 15:06:17,2018-10-29 15:06:24,6.680s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-29 15:06:24,2018-10-29 15:06:25,1.938s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:06:26,2018-10-29 15:06:26,0.297s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:06:26,2018-10-29 15:06:26,0.158s,PASSED
click,Chrome 69.0.3497.100,,2018-10-29 15:06:26,2018-10-29 15:06:28,1.919s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-29 15:06:28,2018-10-29 15:06:28,0.311s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-29 15:06:28,2018-10-29 15:06:29,0.507s,PASSED
"Statement - s = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.executeJavaScript(""return document.documentElement.innerHTML;"", null)",Chrome 69.0.3497.100,,2018-10-29 15:06:29,2018-10-29 15:06:29,0.327s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:06:29,2018-10-29 15:06:30,0.893s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:06:30,2018-10-29 15:06:30,0.004s,PASSED
"Statement - startString = s.lastIndexOf(""esbApiToken"") + ""esbApiToken"".length() + 1",Chrome 69.0.3497.100,,2018-10-29 15:06:30,2018-10-29 15:06:30,0.007s,PASSED
Statement - substring = s.substring(startString),Chrome 69.0.3497.100,,2018-10-29 15:06:30,2018-10-29 15:06:30,0.003s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:06:30,2018-10-29 15:06:35,4.838s,PASSED
"Statement - lenght = substring.indexOf("","")",Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.003s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.003s,PASSED
"Statement - esb = substring.substring(0, lenght)",Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.002s,PASSED
"Statement - esbapitoken = esb.subSequence(2, esb.length() - 1)",Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.004s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.003s,PASSED
Statement - ContributerToken = esbapitoken,Chrome 69.0.3497.100,,2018-10-29 15:06:35,2018-10-29 15:06:35,0.001s,PASSED
