Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
All,Chrome 69.0.3497.100,,2018-10-29 15:35:36,2018-10-29 15:42:07,6m - 30.598s,FAILED
,,,,,,
Test Cases/Common/ContributerEsbToken,Chrome 69.0.3497.100,Esb token for login with different users,2018-10-29 15:35:37,2018-10-29 15:36:14,36.276s,PASSED
dbConnectionPackage.DBConnectionKeyword.CloseConnections,Chrome 69.0.3497.100,,2018-10-29 15:35:38,2018-10-29 15:35:48,10.157s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-29 15:35:48,2018-10-29 15:35:55,6.769s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-29 15:35:55,2018-10-29 15:35:56,0.990s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:35:56,2018-10-29 15:35:57,0.339s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:35:57,2018-10-29 15:35:57,0.178s,PASSED
click,Chrome 69.0.3497.100,,2018-10-29 15:35:57,2018-10-29 15:35:58,1.661s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-29 15:35:58,2018-10-29 15:36:01,2.760s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-29 15:36:01,2018-10-29 15:36:02,1.345s,PASSED
"Statement - s = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.executeJavaScript(""return document.documentElement.innerHTML;"", null)",Chrome 69.0.3497.100,,2018-10-29 15:36:02,2018-10-29 15:36:03,0.973s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:03,2018-10-29 15:36:05,1.407s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:05,2018-10-29 15:36:05,0.004s,PASSED
"Statement - startString = s.lastIndexOf(""esbApiToken"") + ""esbApiToken"".length() + 1",Chrome 69.0.3497.100,,2018-10-29 15:36:05,2018-10-29 15:36:05,0.010s,PASSED
Statement - substring = s.substring(startString),Chrome 69.0.3497.100,,2018-10-29 15:36:05,2018-10-29 15:36:05,0.006s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:05,2018-10-29 15:36:12,7.511s,PASSED
"Statement - lenght = substring.indexOf("","")",Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.003s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.002s,PASSED
"Statement - esb = substring.substring(0, lenght)",Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.002s,PASSED
"Statement - esbapitoken = esb.subSequence(2, esb.length() - 1)",Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.004s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.001s,PASSED
Statement - ContributerToken = esbapitoken,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.002s,PASSED
Statement - decoded = new java.lang.String(javax.xml.bind.DatatypeConverter.parseBase64Binary(esbapitoken)),Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.012s,PASSED
"Statement - decoded = decoded.substring(decoded.indexOf(""}{"") + 1)",Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.001s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.002s,PASSED
Statement - jsonSlurper = new groovy.json.JsonSlurper(),Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.008s,PASSED
Statement - object = jsonSlurper.parseText(decoded.toString()),Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.016s,PASSED
Statement - userId = personid,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.006s,PASSED
Statement - userName = sub,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.001s,PASSED
Statement - ContributerID = userId,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.001s,PASSED
Statement - ContributerUser = userName,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:12,0.001s,PASSED
click,Chrome 69.0.3497.100,,2018-10-29 15:36:12,2018-10-29 15:36:13,0.424s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-29 15:36:13,2018-10-29 15:36:14,0.610s,PASSED
,,,,,,
Test Cases/Common/ModeratorEsbToken,Chrome 69.0.3497.100,Esb token for login with different users,2018-10-29 15:36:14,2018-10-29 15:36:41,27.637s,PASSED
dbConnectionPackage.DBConnectionKeyword.CloseConnections,Chrome 69.0.3497.100,,2018-10-29 15:36:14,2018-10-29 15:36:24,10.011s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-29 15:36:24,2018-10-29 15:36:29,5.436s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-29 15:36:29,2018-10-29 15:36:30,0.768s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:36:30,2018-10-29 15:36:30,0.217s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:36:30,2018-10-29 15:36:31,0.163s,PASSED
click,Chrome 69.0.3497.100,,2018-10-29 15:36:31,2018-10-29 15:36:32,1.652s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-29 15:36:32,2018-10-29 15:36:32,0.301s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-29 15:36:32,2018-10-29 15:36:33,0.548s,PASSED
"Statement - s = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.executeJavaScript(""return document.documentElement.innerHTML;"", null)",Chrome 69.0.3497.100,,2018-10-29 15:36:33,2018-10-29 15:36:33,0.339s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:33,2018-10-29 15:36:34,0.804s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:34,2018-10-29 15:36:34,0.004s,PASSED
"Statement - startString = s.lastIndexOf(""esbApiToken"") + ""esbApiToken"".length() + 1",Chrome 69.0.3497.100,,2018-10-29 15:36:34,2018-10-29 15:36:34,0.001s,PASSED
Statement - substring = s.substring(startString),Chrome 69.0.3497.100,,2018-10-29 15:36:34,2018-10-29 15:36:34,0.001s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:34,2018-10-29 15:36:40,5.855s,PASSED
"Statement - lenght = substring.indexOf("","")",Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.002s,PASSED
"Statement - esb = substring.substring(0, lenght)",Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
"Statement - esbapitoken = esb.subSequence(2, esb.length() - 1)",Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.002s,PASSED
Statement - g_ModeratorToken = esbapitoken,Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
Statement - decoded = new java.lang.String(javax.xml.bind.DatatypeConverter.parseBase64Binary(esbapitoken)),Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.002s,PASSED
"Statement - decoded = decoded.substring(decoded.indexOf(""}{"") + 1)",Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.002s,PASSED
Statement - jsonSlurper = new groovy.json.JsonSlurper(),Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
Statement - object = jsonSlurper.parseText(decoded.toString()),Chrome 69.0.3497.100,,2018-10-29 15:36:40,2018-10-29 15:36:40,0.001s,PASSED
