Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
All,Chrome 69.0.3497.100,,2018-10-29 15:08:15,2018-10-29 15:14:27,6m - 11.462s,FAILED
,,,,,,
Test Cases/Common/ContributerEsbToken,Chrome 69.0.3497.100,Esb token for login with different users,2018-10-29 15:08:16,2018-10-29 15:08:45,29.279s,PASSED
dbConnectionPackage.DBConnectionKeyword.CloseConnections,Chrome 69.0.3497.100,,2018-10-29 15:08:16,2018-10-29 15:08:27,10.135s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-29 15:08:27,2018-10-29 15:08:33,6.647s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-29 15:08:33,2018-10-29 15:08:34,0.760s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:08:34,2018-10-29 15:08:34,0.291s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 15:08:34,2018-10-29 15:08:34,0.161s,PASSED
click,Chrome 69.0.3497.100,,2018-10-29 15:08:34,2018-10-29 15:08:36,1.599s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-29 15:08:36,2018-10-29 15:08:36,0.380s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-29 15:08:36,2018-10-29 15:08:37,0.633s,PASSED
"Statement - s = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.executeJavaScript(""return document.documentElement.innerHTML;"", null)",Chrome 69.0.3497.100,,2018-10-29 15:08:37,2018-10-29 15:08:37,0.413s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:37,2018-10-29 15:08:38,0.854s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:38,2018-10-29 15:08:38,0.005s,PASSED
"Statement - startString = s.lastIndexOf(""esbApiToken"") + ""esbApiToken"".length() + 1",Chrome 69.0.3497.100,,2018-10-29 15:08:38,2018-10-29 15:08:38,0.011s,PASSED
Statement - substring = s.substring(startString),Chrome 69.0.3497.100,,2018-10-29 15:08:38,2018-10-29 15:08:38,0.008s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:38,2018-10-29 15:08:44,5.504s,PASSED
"Statement - lenght = substring.indexOf("","")",Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.002s,PASSED
"Statement - esb = substring.substring(0, lenght)",Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.003s,PASSED
"Statement - esbapitoken = esb.subSequence(2, esb.length() - 1)",Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.004s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.002s,PASSED
Statement - ContributerToken = esbapitoken,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.001s,PASSED
Statement - decoded = new java.lang.String(javax.xml.bind.DatatypeConverter.parseBase64Binary(esbapitoken)),Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.013s,PASSED
"Statement - decoded = decoded.substring(decoded.indexOf(""}{"") + 1)",Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.003s,PASSED
Statement - jsonSlurper = new groovy.json.JsonSlurper(),Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.006s,PASSED
Statement - object = jsonSlurper.parseText(decoded.toString()),Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.014s,PASSED
Statement - userId = personid,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.006s,PASSED
Statement - userName = sub,Chrome 69.0.3497.100,,2018-10-29 15:08:44,2018-10-29 15:08:44,0.001s,PASSED
