Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
All,Chrome 69.0.3497.100,,2018-10-29 14:29:46,2018-10-29 14:36:29,6m - 43.725s,FAILED
,,,,,,
Test Cases/Common/ContributerEsbToken,Chrome 69.0.3497.100,Esb token for login with different users,2018-10-29 14:29:46,2018-10-29 14:30:16,29.502s,PASSED
dbConnectionPackage.DBConnectionKeyword.CloseConnections,Chrome 69.0.3497.100,,2018-10-29 14:29:47,2018-10-29 14:29:57,10.132s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-29 14:29:57,2018-10-29 14:30:04,6.902s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-29 14:30:04,2018-10-29 14:30:05,0.793s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 14:30:05,2018-10-29 14:30:05,0.306s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-29 14:30:05,2018-10-29 14:30:05,0.160s,PASSED
click,Chrome 69.0.3497.100,,2018-10-29 14:30:05,2018-10-29 14:30:07,1.668s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-29 14:30:07,2018-10-29 14:30:07,0.312s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-29 14:30:07,2018-10-29 14:30:08,0.538s,PASSED
"Statement - s = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.executeJavaScript(""return document.documentElement.innerHTML;"", null)",Chrome 69.0.3497.100,,2018-10-29 14:30:08,2018-10-29 14:30:08,0.360s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:08,2018-10-29 14:30:09,0.857s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:09,2018-10-29 14:30:09,0.003s,PASSED
"Statement - startString = s.lastIndexOf(""esbApiToken"") + ""esbApiToken"".length() + 1",Chrome 69.0.3497.100,,2018-10-29 14:30:09,2018-10-29 14:30:09,0.017s,PASSED
Statement - substring = s.substring(startString),Chrome 69.0.3497.100,,2018-10-29 14:30:09,2018-10-29 14:30:09,0.003s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:09,2018-10-29 14:30:14,5.547s,PASSED
"Statement - lenght = substring.indexOf("","")",Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.003s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.003s,PASSED
"Statement - esb = substring.substring(0, lenght)",Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.002s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.002s,PASSED
"Statement - esbapitoken = esb.subSequence(2, esb.length() - 1)",Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.007s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.003s,PASSED
Statement - ContributerToken = esbapitoken,Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.002s,PASSED
Statement - decoded = new java.lang.String(javax.xml.bind.DatatypeConverter.parseBase64Binary(esbapitoken)),Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.019s,PASSED
"Statement - decoded = decoded.substring(decoded.indexOf(""}{"") + 1)",Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.001s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-29 14:30:14,2018-10-29 14:30:14,0.003s,PASSED
