Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 69.0.3497.100,,2018-10-24 19:07:41,2018-10-24 19:08:19,37.736s,FAILED
,,,,,,
Test Cases/Common/EsbToken,Chrome 69.0.3497.100,,2018-10-24 19:07:42,2018-10-24 19:08:15,33.008s,PASSED
dbConnectionPackage.DBConnectionKeyword.CloseConnections,Chrome 69.0.3497.100,,2018-10-24 19:07:42,2018-10-24 19:07:53,10.164s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-24 19:07:53,2018-10-24 19:07:58,5.022s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-24 19:07:58,2018-10-24 19:07:59,1.375s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-24 19:07:59,2018-10-24 19:08:04,5.002s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 19:08:04,2018-10-24 19:08:04,0.171s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-24 19:08:04,2018-10-24 19:08:04,0.124s,PASSED
click,Chrome 69.0.3497.100,,2018-10-24 19:08:04,2018-10-24 19:08:12,7.926s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-24 19:08:12,2018-10-24 19:08:12,0.209s,PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-24 19:08:12,2018-10-24 19:08:13,0.687s,PASSED
"Statement - s = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.executeJavaScript(""return document.documentElement.innerHTML;"", null)",Chrome 69.0.3497.100,,2018-10-24 19:08:13,2018-10-24 19:08:13,0.360s,PASSED
Statement - g_esb = CustomKeywords.validations.Assertions.GetToken(s),Chrome 69.0.3497.100,,2018-10-24 19:08:13,2018-10-24 19:08:14,0.227s,PASSED
comment,Chrome 69.0.3497.100,,2018-10-24 19:08:14,2018-10-24 19:08:14,0.006s,PASSED
"Statement - stokenindex = s.lastIndexOf(""search:{"") + ""search:{"".length() + 1",Chrome 69.0.3497.100,,2018-10-24 19:08:14,2018-10-24 19:08:14,0.002s,PASSED
"Statement - etokenindex = s.lastIndexOf(""social:{"") + ""social:{"".length() + 1",Chrome 69.0.3497.100,,2018-10-24 19:08:14,2018-10-24 19:08:14,0.001s,PASSED
"Statement - searchToken = s.substring(stokenindex, etokenindex)",Chrome 69.0.3497.100,,2018-10-24 19:08:14,2018-10-24 19:08:14,0.001s,PASSED
Statement - g_lmesbtoken = CustomKeywords.validations.Assertions.GetToken(searchToken),Chrome 69.0.3497.100,,2018-10-24 19:08:14,2018-10-24 19:08:14,0.005s,PASSED
